"Draw","Date","Winning_Number_1","Winning_Number_2","Winning_Number_3","Winning_Number_4","Winning_Number_5","Winning_Number_6","Additional_Number_","From_Last","Odd","Even","_1-10","_11-20","_21-30","_31-40","_41-50","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3256","10/4/2017","13","19","20","23","29","31","48","20","5","1","0","3","2","1","0","0","0","2","124656","139","1234","194","482","6193","50","5432","25","106984","10","0","249312","171526","93508","309650","135800","1069840","118944","2029636"
"3255","6/4/2017","10","12","20","27","43","46","26","","2","4","1","2","1","0","2","1","4726002","3","142907","158","1866","340","473","8454","50","11723","25","165655","10","4726002","428721","294828","160820","422700","293075","1656550","186334","7982696"
"3254","3/4/2017","1","28","30","32","40","48","31","28","1","5","1","0","2","2","1","0","0","6","54343","119","1884","244","502","5263","50","7750","25","103444","10","0","326058","224196","122488","263150","193750","1034440","116826","2164082"
"3253","30/3/2017","28","34","38","39","42","46","24","28","1","5","0","0","1","3","2","0","0","2","120087","54","3058","175","515","3527","50","5504","25","71263","10","0","240174","165132","90125","176350","137600","712630","80525","1522011"
"3252","27/3/2017","1","27","28","40","41","44","36","28,44","3","3","1","0","2","1","2","0","0","4","2138384","224","2110","580","445","12946","50","17108","25","237924","10","0","8553536","472640","258100","647300","427700","2379240","268786","12738516"
"3251","23/3/2017","5","13","18","25","28","44","16","","3","3","1","2","2","0","1","0","0","3","137389","192","1476","457","339","10222","50","12469","25","174863","10","0","412167","283392","154923","511100","311725","1748630","198206","3421937"
"3250","20/3/2017","6","20","30","41","42","45","35","20","2","4","1","1","1","0","3","0","0","4","78380","74","2913","240","490","5409","50","7983","25","105543","10","0","313520","215562","117600","270450","199575","1055430","119253","2172137"
"3249","16/3/2017","2","9","15","19","20","37","29","","4","2","2","3","0","1","0","0","0","2","121471","150","1114","471","194","8114","50","10610","25","124235","10","0","242942","167100","91374","405700","265250","1242350","143582","2414716"
"3248","13/3/2017","6","28","30","35","39","42","33","6","2","4","1","0","2","2","1","1","4879381","2","227669","156","2007","397","431","8067","50","11608","25","154892","10","4879381","455338","313092","171107","403350","290200","1548920","175123","8061388"
"3247","9/3/2017","2","6","9","17","26","46","13","","2","4","3","1","1","0","1","0","0","9","34623","254","844","703","167","11185","50","13010","25","162823","10","0","311607","214376","117401","559250","325250","1628230","187984","3156114"
"3246","6/3/2017","16","22","28","36","39","47","3","36","2","4","0","1","2","2","1","0","0","1","260299","78","2295","251","389","4397","50","6914","25","80396","10","0","260299","179010","97639","219850","172850","803960","92037","1733608"
"3245","2/3/2017","8","14","20","35","36","41","38","35","2","4","1","2","0","2","1","1","1241306","2","130664","139","1293","229","428","5137","50","6504","25","93943","10","1241306","261328","179727","98012","256850","162600","939430","105955","3139253"
"3244","27/2/2017","22","25","27","29","35","49","31","","5","1","0","0","4","1","1","1","1289621","3","90500","131","1425","260","392","5915","50","6781","25","101943","10","1289621","271500","186675","101920","295750","169525","1019430","115034","3334421"
"3243","23/2/2017","7","8","9","28","41","42","29","","3","3","3","0","1","0","2","2","4260162","8","89302","326","1507","1082","248","18190","50","25391","25","325705","10","8520324","714416","491282","268336","909500","634775","3257050","370704","14795683"
"3242","20/2/2017","2","6","13","17","23","46","3","17","3","3","2","2","1","0","1","0","0","2","238074","184","1780","584","306","11097","50","18530","25","198395","10","0","476148","327520","178704","554850","463250","1983950","228792","3984422"
"3241","16/2/2017","8","17","31","43","44","48","46","","3","3","1","1","0","1","3","0","0","2","167482","107","2153","295","426","6233","50","8342","25","117875","10","0","334964","230371","125670","311650","208550","1178750","132854","2389955"
"3240","13/2/2017","7","10","19","23","24","33","3","7,24","4","2","2","1","2","1","0","0","0","5","53647","128","1441","403","250","6865","50","12078","25","118501","10","0","268235","184448","100750","343250","301950","1185010","137980","2383643"
"3239","10/2/2017","2","7","24","27","29","34","21","","3","3","2","0","3","1","0","4","3000413","26","89083","1052","1514","2516","346","53715","50","70461","25","938603","10","12001652","2316158","1592728","870536","2685750","1761525","9386030","1066377","30614379"
"3238","6/2/2017","9","14","17","25","30","36","44","","3","3","1","2","2","1","0","4","2625703","12","81688","458","1472","958","384","22827","50","25627","25","405957","10","10502812","980256","674176","367872","1141350","640675","4059570","455843","18366711"
"3237","2/2/2017","11","20","21","29","37","48","23","21","4","2","0","2","2","1","1","0","0","8","70619","182","2135","565","375","10666","50","14967","25","202080","10","0","564952","388570","211875","533300","374175","2020800","228468","4093672"
"3236","30/1/2017","21","22","25","27","32","39","6","22","4","2","0","0","4","2","0","0","0","5","77952","150","1787","336","435","7551","50","11589","25","136121","10","0","389760","268050","146160","377550","289725","1361210","155752","2832455"
"3235","26/1/2017","8","12","16","19","22","46","6","","1","5","1","3","1","0","1","0","0","1","276164","128","1484","465","223","7176","50","13879","25","125569","10","0","276164","189952","103695","358800","346975","1255690","147218","2531276"
"3234","23/1/2017","5","14","23","28","45","49","39","5,49","4","2","1","1","2","0","2","1","4942864","6","78776","241","1349","408","435","10367","50","11695","25","186504","10","4942864","472656","325109","177480","518350","292375","1865040","209222","8593874"
"3233","19/1/2017","5","8","16","44","48","49","32","","2","4","2","1","0","0","3","0","0","3","104625","145","1489","315","374","7119","50","8624","25","127692","10","0","313875","215905","117810","355950","215600","1276920","143898","2496060"
"3232","16/1/2017","2","7","17","21","35","42","16","","4","2","2","1","1","1","1","0","0","2","127039","136","1285","254","376","6501","50","7548","25","101037","10","0","254078","174760","95504","325050","188700","1010370","115478","2048462"
"3231","12/1/2017","3","6","12","25","40","43","42","","3","3","2","1","1","1","1","2","4081565","14","50442","306","1587","733","362","16203","50","18178","25","297875","10","8163130","706188","485622","265346","810150","454450","2978750","333311","13863636"
"3230","9/1/2017","8","29","33","34","42","49","21","33","3","3","1","0","1","2","2","0","0","2","227550","114","2745","401","426","7641","50","11635","25","152568","10","0","455100","312930","170826","382050","290875","1525680","172361","3137461"
"3229","5/1/2017","7","15","20","33","39","44","43","","4","2","1","2","0","2","1","0","0","4","76144","87","2407","257","445","6242","50","6946","25","115576","10","0","304576","209409","114365","312100","173650","1155760","129112","2269860"
"3228","2/1/2017","1","18","22","35","38","49","30","","3","3","1","1","1","2","1","0","0","2","126352","88","1975","200","474","4756","50","6083","25","89075","10","0","252704","173800","94800","237800","152075","890750","100204","1801929"
"3227","29/12/2016","2","4","34","36","42","46","15","46","0","6","2","0","0","2","2","1","1121765","1","236161","86","1888","160","554","3832","50","5067","25","73474","10","1121765","236161","162368","88640","191600","126675","734740","82621","2661949"
"3226","26/12/2016","8","10","18","25","28","46","23","28","1","5","2","1","2","0","1","3","368554","4","58193","118","1357","317","276","7303","50","8507","25","115490","10","1105662","232772","160126","87492","365150","212675","1154900","131742","3318777"
"3225","22/12/2016","3","28","37","38","44","47","46","","3","3","1","0","1","2","2","1","7630364","5","131039","217","2076","506","486","11974","50","14974","25","222339","10","7630364","655195","450492","245916","598700","374350","2223390","250016","12178407"
"3224","19/12/2016","10","11","24","27","36","49","43","24","3","3","1","1","2","1","1","0","0","2","358021","201","1492","363","451","9823","50","10404","25","177472","10","0","716042","299892","163713","491150","260100","1774720","198265","3705617"
"3223","15/12/2016","4","18","24","39","46","47","10","46","2","4","1","1","1","1","2","0","0","0","0","87","2214","174","604","4518","50","6429","25","86537","10","0","0","192618","105096","225900","160725","865370","97745","1549709"
"3222","12/12/2016","2","14","31","36","43","46","39","46","2","4","1","1","0","2","2","0","0","2","117580","65","2488","181","488","3449","50","5010","25","69516","10","0","235160","161720","88328","172450","125250","695160","78223","1478068"
"3221","8/12/2016","6","8","11","24","37","46","23","11,24,37","2","4","2","1","1","1","1","1","1040938","3","73049","82","1838","257","320","5779","50","7026","25","102349","10","1040938","219147","150716","82240","288950","175650","1023490","115497","2981131"
"3220","5/12/2016","5","9","11","19","24","37","36","19,24","5","1","2","2","1","1","0","1","7433542","7","96676","490","950","822","309","21511","50","22079","25","346245","10","7433542","676732","465500","253998","1075550","551975","3462450","391155","13919747"
"3219","1/12/2016","3","4","8","19","24","46","12","4,24","2","4","3","1","1","0","1","0","0","7","55534","171","1563","676","216","9453","50","17715","25","166905","10","0","388738","267273","146016","472650","442875","1669050","194927","3386602"
"3218","28/11/2016","2","4","15","24","37","48","6","2","2","4","2","1","1","1","1","0","0","3","95203","110","1786","342","314","5133","50","9180","25","96313","10","0","285609","196460","107388","256650","229500","963130","111081","2038737"
"3217","24/11/2016","2","3","17","19","22","40","20","40","3","3","2","2","1","1","0","0","0","2","106945","72","2043","268","300","4597","50","7118","25","85564","10","0","213890","147096","80400","229850","177950","855640","97621","1704826"
"3216","21/11/2016","4","21","25","40","47","48","49","21","3","3","1","0","2","1","2","1","2455190","5","58714","79","2555","250","441","4735","50","7795","25","92954","10","2455190","293570","201845","110250","236750","194875","929540","105819","4422020"
"3215","17/11/2016","1","21","31","36","39","43","38","31","5","1","1","0","1","3","1","0","0","2","111657","85","1807","160","524","3661","50","4813","25","72230","10","0","223314","153595","83840","183050","120325","722300","80951","1486424"
"3214","14/11/2016","8","10","15","31","38","40","19","","2","4","2","1","0","3","0","0","0","5","1639018","285","1647","822","312","16601","50","21610","25","291920","10","0","8195090","469395","256464","830050","540250","2919200","331243","13210449"
"3213","10/11/2016","17","22","26","34","41","47","42","41","3","3","0","1","2","1","2","0","0","1","389050","137","1953","321","455","6607","50","8572","25","124996","10","0","389050","267561","146055","330350","214300","1249960","140634","2597276"
"3212","7/11/2016","1","13","21","41","48","49","22","1","5","1","1","1","1","0","3","0","0","2","144519","86","2311","252","431","5403","50","7037","25","99517","10","0","289038","198746","108612","270150","175925","995170","112297","2037641"
"3211","3/11/2016","1","11","19","26","35","39","14","19","5","1","1","2","1","2","0","0","0","1","518824","77","1974","215","386","4989","50","6123","25","91571","10","0","518824","151998","82990","249450","153075","915710","102976","2072047"
"3210","31/10/2016","14","19","24","32","36","42","35","","1","5","0","2","1","2","1","1","2446298","0","0","111","1845","239","468","5602","50","6951","25","102303","10","2446298","0","204795","111852","280100","173775","1023030","115207","4239850"
"3209","27/10/2016","3","5","8","21","40","46","30","","3","3","3","0","1","1","1","0","0","3","72390","94","1589","253","322","5034","50","7090","25","96125","10","0","217170","149366","81466","251700","177250","961250","108599","1838202"
"3208","24/10/2016","2","15","18","24","34","35","48","","2","4","1","2","1","2","0","2","1249879","2","149412","81","2537","207","542","5806","50","7363","25","111034","10","2499758","298824","205497","112194","290300","184075","1110340","124495","4700988"
