"Draw","Date","Winning_Number_1","Winning_Number_2","Winning_Number_3","Winning_Number_4","Winning_Number_5","Winning_Number_6","Additional_Number_","From_Last","Odd","Even","_1-10","_11-20","_21-30","_31-40","_41-50","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3387","12/7/2018","4","15","25","32","40","41","10","","3","3","1","1","1","2","1","0","0","3","76852","93","1705","217","399","4489","50","6982","25","82074","10","0","230556","158565","86583","224450","174550","820740","93858","1695444"
"3386","9/7/2018","6","23","31","38","39","43","33","","4","2","1","0","1","3","1","1","4817647","7","66954","217","1485","475","370","9909","50","13329","25","175071","10","4817647","468678","322245","175750","495450","333225","1750710","199009","8363705"
"3385","5/7/2018","8","11","28","30","32","34","39","","1","5","1","1","2","2","0","0","0","3","101596","179","1171","336","341","8141","50","9344","25","138442","10","0","304788","209609","114576","407050","233600","1384420","156445","2654043"
"3384","2/7/2018","12","13","26","33","35","38","23","","3","3","0","2","1","3","0","0","0","5","109305","64","2587","307","295","4568","50","7827","25","85585","10","0","546525","165568","90565","228400","195675","855850","98356","2082583"
"3383","28/6/2018","2","7","22","27","40","47","48","2","3","3","2","0","2","1","1","1","2586729","0","0","153","1374","267","430","7850","50","7070","25","126343","10","2586729","0","210222","114810","392500","176750","1263430","141684","4744441"
"3382","25/6/2018","2","5","25","38","44","48","9","","2","4","2","0","1","1","2","0","0","2","119414","95","1729","373","241","4892","50","10175","25","88921","10","0","238828","164255","89893","244600","254375","889210","104458","1881161"
"3381","21/6/2018","4","6","15","24","30","35","46","15","2","4","2","1","2","1","0","2","2378806","6","75891","203","1543","409","418","10643","50","11653","25","185964","10","4757612","455346","313229","170962","532150","291325","1859640","208880","8380264"
"3380","18/6/2018","11","15","22","23","26","43","25","","4","2","0","2","3","0","1","0","0","6","52571","140","1549","321","369","6781","50","9584","25","124752","10","0","315426","216860","118449","339050","239600","1247520","141584","2476905"
"3379","14/6/2018","4","29","31","35","42","48","1","","3","3","1","0","1","2","2","0","0","2","115417","67","2369","160","542","3696","50","5093","25","71570","10","0","230834","158723","86720","184800","127325","715700","80588","1504102"
"3378","11/6/2018","16","25","30","37","44","49","34","37","3","3","0","1","2","1","2","0","0","12","858154","434","1487","800","440","18474","50","23031","25","321079","10","0","10297848","645358","352000","923700","575775","3210790","363830","16005471"
"3377","7/6/2018","12","20","29","31","37","39","42","20,31,37","4","2","0","2","1","3","0","0","0","8","58340","164","1957","437","401","9047","50","11297","25","173420","10","0","466720","320948","175237","452350","282425","1734200","194373","3431880"
"3376","4/6/2018","20","22","31","37","43","45","27","","4","2","0","1","1","2","2","0","0","1","329012","104","2175","252","490","6824","50","8114","25","119293","10","0","329012","226200","123480","341200","202850","1192930","134588","2415672"
"3375","31/5/2018","11","13","24","26","47","49","33","","4","2","0","2","2","0","2","0","0","1","236394","80","2032","189","470","3835","50","5671","25","77598","10","0","236394","162560","88830","191750","141775","775980","87374","1597289"
"3374","28/5/2018","5","9","27","28","30","44","2","","3","3","2","0","3","0","1","1","4878135","7","70335","247","1371","631","293","13337","50","19122","25","231789","10","4878135","492345","338637","184883","666850","478050","2317890","265134","9356790"
"3373","24/5/2018","11","25","26","34","36","42","16","","2","4","0","1","2","2","1","0","0","1","304201","106","1973","259","441","6473","50","7929","25","115000","10","0","304201","209138","114219","323650","198225","1150000","129768","2299433"
"3372","21/5/2018","8","10","16","30","37","44","17","37","1","5","2","1","1","1","1","0","0","2","115217","93","1704","186","465","4425","50","6316","25","88464","10","0","230434","158472","86490","221250","157900","884640","99486","1739186"
"3371","17/5/2018","7","21","25","29","35","37","13","29","6","0","1","0","3","2","0","4","2304738","12","77101","437","1456","958","363","19750","50","27678","25","353015","10","9218952","925212","636272","347754","987500","691950","3530150","401854","16337790"
"3370","14/5/2018","17","24","29","45","46","49","5","45","4","2","0","1","2","0","3","0","0","3","157222","150","2162","501","354","8890","50","13795","25","159300","10","0","471666","324300","177354","444500","344875","1593000","182639","3355695"
"3369","10/5/2018","4","14","35","38","45","47","13","","3","3","1","1","0","2","2","0","0","2","149834","76","2711","219","514","4700","50","6920","25","95007","10","0","299668","206036","112566","235000","173000","950070","106924","1976340"
"3368","7/5/2018","2","7","12","15","23","44","34","23","3","3","2","2","1","0","1","0","0","3","81432","133","1263","224","409","7018","50","6280","25","119652","10","0","244296","167979","91616","350900","157000","1196520","133310","2208311"
"3367","3/5/2018","14","23","28","30","32","48","8","32","1","5","0","1","3","1","1","2","1305224","2","152852","135","1557","396","290","6420","50","10318","25","109742","10","2610448","305704","210195","114840","321000","257950","1097420","127015","4917557"
"3366","30/4/2018","7","13","18","21","32","35","14","","4","2","1","2","1","2","0","0","0","5","48773","137","1224","239","383","5845","50","6976","25","98009","10","0","243865","167688","91537","292250","174400","980090","111211","1949830"
"3365","26/4/2018","5","14","17","25","28","46","39","","3","3","1","2","2","0","1","1","2626004","2","155298","127","1682","323","361","6890","50","8457","25","125406","10","2626004","310596","213614","116603","344500","211425","1254060","141206","5076802"
"3364","23/4/2018","1","30","32","36","37","41","16","32,36","3","3","1","0","1","3","1","0","0","2","121124","63","2644","193","471","3771","50","5266","25","73127","10","0","242248","166572","90903","188550","131650","731270","82422","1551193"
"3363","19/4/2018","18","22","32","35","36","44","38","22","1","5","0","1","1","3","1","1","1113634","9","26050","75","2150","221","398","4134","50","6027","25","76142","10","1113634","234450","161250","87958","206700","150675","761420","86609","2716087"
"3362","16/4/2018","14","22","25","27","28","29","1","27","3","3","0","1","5","0","0","1","1131733","2","119130","155","1057","267","335","6288","50","7221","25","97271","10","1131733","238260","163835","89445","314400","180525","972710","111205","3090908"
"3361","12/4/2018","1","7","15","27","32","38","45","","4","2","2","1","1","2","0","5","1899609","5","194921","480","1396","948","386","21373","50","28959","25","389105","10","9498045","974605","670080","365928","1068650","723975","3891050","440875","17192333"
"3360","9/4/2018","18","36","40","41","43","49","28","40","3","3","0","1","0","2","3","0","0","6","79634","121","2715","477","376","8406","50","12057","25","159736","10","0","477804","328515","179352","420300","301425","1597360","180803","3304756"
"3359","5/4/2018","3","5","21","30","32","40","34","3,30","3","3","2","0","2","2","0","0","0","1","303815","109","1917","265","430","6922","50","8091","25","126279","10","0","303815","208953","113950","346100","202275","1262790","141667","2437883"
"3358","2/4/2018","3","12","30","39","43","48","20","","3","3","1","1","1","1","2","0","0","5","48674","383","437","219","417","4486","50","6341","25","85277","10","0","243370","167371","91323","224300","158525","852770","96711","1737659"
"3357","29/3/2018","11","15","17","21","27","33","10","27","6","0","0","3","2","1","0","3","855036","1","297254","155","1319","381","293","7809","50","11595","25","130768","10","2565108","297254","204445","111633","390450","289875","1307680","150712","5166445"
"3356","26/3/2018","6","13","14","27","32","36","29","6,13,27","2","4","1","2","1","2","0","0","0","1","242769","86","1941","252","362","5373","50","6657","25","92985","10","0","242769","166926","91224","268650","166425","929850","105354","1865844"
"3355","22/3/2018","5","6","13","21","27","47","42","","5","1","2","1","2","0","1","1","1116951","2","117574","88","1838","236","374","5549","50","6253","25","101986","10","1116951","235148","161744","88264","277450","156325","1019860","114115","3055742"
"3354","19/3/2018","3","18","31","39","43","46","29","","4","2","1","1","0","2","2","1","2826396","1","595031","147","1618","267","486","7067","50","8957","25","126570","10","2826396","595031","237846","129762","353350","223925","1265700","143010","5632010"
"3353","15/3/2018","9","16","23","25","34","40","47","9,16","3","3","1","1","2","2","0","0","0","0","0","70","2448","169","553","5151","50","5274","25","96525","10","0","0","171360","93457","257550","131850","965250","107189","1619467"
"3352","12/3/2018","9","12","15","16","29","44","2","","3","3","1","3","1","0","1","1","5055761","10","50792","267","1308","761","251","13106","50","20192","25","223376","10","5055761","507920","349236","191011","655300","504800","2233760","257713","9497788"
"3351","8/3/2018","2","10","14","24","28","40","21","","0","6","2","1","2","1","0","0","0","1","311148","137","1562","318","367","7105","50","9568","25","128606","10","0","311148","213994","116706","355250","239200","1286060","145735","2522358"
"3350","5/3/2018","6","15","16","30","32","39","19","","2","4","1","2","1","2","0","0","0","4","61327","78","2163","284","324","4561","50","7054","25","90125","10","0","245308","168714","92016","228050","176350","901250","102106","1811688"
"3349","2/3/2018","24","28","31","37","40","49","29","40","3","3","0","0","2","3","1","2","6013609","26","80545","770","1870","2201","357","39497","50","56256","25","731669","10","12027218","2094170","1439900","785757","1974850","1406400","7316690","830421","27044985"
"3348","26/2/2018","4","9","13","15","40","44","48","4,13,15","3","3","2","2","0","1","1","2","819090","2","172440","141","1682","307","422","7759","50","8665","25","139933","10","1638180","344880","237162","129554","387950","216625","1399330","156809","4353681"
"3347","22/2/2018","4","12","13","15","35","46","21","","3","3","1","3","0","1","1","1","1428828","4","75202","151","1370","338","334","5605","50","8566","25","114253","10","1428828","300808","206870","112892","280250","214150","1142530","128918","3686328"
"3346","19/2/2018","10","21","29","34","37","43","28","","4","2","1","0","2","2","1","1","5460952","4","132875","154","2373","512","390","10559","50","14408","25","185354","10","5460952","531500","365442","199680","527950","360200","1853540","210992","9299264"
"3345","15/2/2018","16","18","30","31","36","41","1","41","2","4","0","2","1","2","1","0","0","5","73436","119","2122","380","363","7057","50","10371","25","132664","10","0","367180","252518","137940","352850","259275","1326640","150596","2696403"
"3344","12/2/2018","12","14","19","23","37","41","3","23","4","2","0","3","1","1","1","0","0","1","250999","113","1528","238","396","5200","50","7849","25","96508","10","0","250999","172664","94248","260000","196225","965080","109909","1939216"
"3343","9/2/2018","8","15","16","23","40","49","18","40","3","3","1","2","1","1","1","2","3181107","7","150809","455","1596","1138","348","23660","50","32663","25","410512","10","6362214","1055663","726180","396024","1183000","816575","4105120","468437","14644776"
"3342","5/2/2018","25","33","38","40","42","48","27","","2","4","0","0","1","3","2","0","0","1","281651","82","2362","200","529","4658","50","6935","25","89874","10","0","281651","193684","105800","232900","173375","898740","101750","1886150"
"3341","1/2/2018","4","15","20","22","29","32","8","32","2","4","1","2","2","1","0","2","588205","6","41278","90","1892","322","289","4730","50","9960","25","92257","10","1176410","247668","170280","93058","236500","249000","922570","107367","3095486"
"3340","29/1/2018","7","14","25","32","44","48","19","25","2","4","1","1","1","1","2","2","613137","2","129082","94","1889","216","449","4534","50","6449","25","85242","10","1226274","258164","177566","96984","226700","161225","852420","96539","2999333"
"3339","25/1/2018","1","15","23","25","34","47","2","1,15","5","1","1","1","2","1","1","1","2683719","1","314602","118","1833","300","394","5917","50","9117","25","111157","10","2683719","314602","216294","118200","295850","227925","1111570","126611","4968160"
"3338","22/1/2018","1","2","15","29","32","49","11","2","4","2","2","1","1","1","1","0","0","3","83465","82","2100","255","369","5069","50","8143","25","90152","10","0","250395","172200","94095","253450","203575","901520","103704","1875235"
"3337","18/1/2018","2","6","12","17","26","40","44","2,6","1","5","2","2","1","1","0","1","8614827","7","112719","418","1298","843","351","22101","50","21750","25","357704","10","8614827","789033","542564","295893","1105050","543750","3577040","402824","15468157"
"3336","15/1/2018","1","2","6","28","29","49","17","49","3","3","3","0","2","0","1","0","0","5","92702","208","1533","533","327","11359","50","15124","25","200914","10","0","463510","318864","174291","567950","378100","2009140","228143","3911855"
"3335","11/1/2018","22","24","25","40","45","49","3","45","3","3","0","0","3","1","2","0","0","2","150781","88","2356","236","480","4990","50","6882","25","95812","10","0","301562","207328","113280","249500","172050","958120","108010","2001840"
"3334","8/1/2018","6","10","18","36","44","45","46","","1","5","2","1","0","1","2","0","0","1","259547","106","1684","248","393","5782","50","6641","25","103586","10","0","259547","178504","97464","289100","166025","1035860","116364","2026500"
"3333","5/1/2018","3","4","13","19","23","47","5","3","5","1","2","2","1","0","1","0","0","19","729761","642","1698","2053","290","34408","50","55156","25","627469","10","0","13865459","1090116","595370","1720400","1378900","6274690","719747","24924935"
"3332","1/1/2018","3","9","16","34","45","46","49","3,16","3","3","2","1","0","1","2","0","0","4","115899","129","2471","397","438","8304","50","11976","25","164921","10","0","463596","318759","173886","415200","299400","1649210","185731","3320051"
"3331","28/12/2017","1","3","5","16","27","40","26","","4","2","3","1","1","1","0","0","0","6","48799","123","1637","301","365","7191","50","8904","25","132961","10","0","292794","201351","109865","359550","222600","1329610","149486","2515770"
"3330","25/12/2017","6","7","14","17","19","29","46","","4","2","2","3","1","0","0","0","0","2","121704","177","946","245","373","8479","50","6250","25","126435","10","0","243408","167442","91385","423950","156250","1264350","141588","2346785"
"3329","21/12/2017","1","2","26","27","35","43","23","2,35","4","2","2","0","2","1","1","1","1084370","1","228289","78","2013","173","495","3862","50","5476","25","75040","10","1084370","228289","157014","85635","193100","136900","750400","84631","2635708"
"3328","18/12/2017","2","6","10","19","31","35","34","","3","3","3","1","0","2","0","2","572571","1","241083","100","1658","237","382","6800","50","6384","25","115473","10","1145142","241083","165800","90534","340000","159600","1154730","128997","3296889"
"3327","14/12/2017","1","9","13","33","41","48","21","","5","1","2","1","0","1","2","1","4390479","3","132600","139","1968","358","417","7629","50","11170","25","151797","10","4390479","397800","273552","149286","381450","279250","1517970","171097","7389787"
"3326","11/12/2017","5","12","37","39","42","43","15","37","4","2","1","1","0","2","2","0","0","1","305318","116","1810","269","426","5795","50","8037","25","106936","10","0","305318","209960","114594","289750","200925","1069360","121154","2189907"
"3325","7/12/2017","9","10","25","37","45","46","40","","4","2","2","0","1","1","2","0","0","1","221197","76","2001","144","577","4814","50","5067","25","88549","10","0","221197","152076","83088","240700","126675","885490","98651","1709226"
"3324","4/12/2017","4","5","19","38","39","40","26","38","3","3","2","1","0","3","0","1","7979860","13","57092","305","1673","770","362","15631","50","21382","25","292902","10","7979860","742196","510265","278740","781550","534550","2929020","331004","13756181"
"3323","30/11/2017","17","22","29","36","38","47","46","","3","3","0","1","2","2","1","0","0","6","67613","157","1777","361","422","7798","50","10161","25","145032","10","0","405678","278989","152342","389900","254025","1450320","163515","2931254"
"3322","27/11/2017","7","8","23","30","42","48","38","","2","4","2","0","2","0","2","0","0","2","152757","119","1766","327","351","6506","50","8966","25","122930","10","0","305514","210154","114777","325300","224150","1229300","138850","2409195"
"3321","23/11/2017","11","14","41","46","47","49","48","11","4","2","0","2","0","0","4","0","0","3","75533","71","2195","383","222","4072","50","7280","25","72678","10","0","226599","155845","85026","203600","182000","726780","84487","1579850"
"3320","20/11/2017","9","11","13","18","20","34","27","11,13,34","3","3","1","4","0","1","0","1","1145119","3","80360","144","1151","461","197","8025","50","10677","25","125590","10","1145119","241080","165744","90817","401250","266925","1255900","144901","3566835"
"3319","16/11/2017","11","13","16","27","34","48","30","","3","3","0","3","1","1","1","1","4699342","4","186186","167","1734","456","347","10281","50","12548","25","176876","10","4699342","744744","289578","158232","514050","313700","1768760","200333","8488406"
"3318","13/11/2017","3","19","21","35","37","44","26","44","5","1","1","1","1","2","1","0","0","0","0","116","1918","242","502","5836","50","7724","25","109912","10","0","0","222488","121484","291800","193100","1099120","123830","1927992"
"3317","9/11/2017","22","31","33","41","44","47","24","","4","2","0","0","1","2","3","0","0","1","244593","97","1734","195","471","4494","50","5707","25","79810","10","0","244593","168198","91845","224700","142675","798100","90304","1670111"
"3316","6/11/2017","2","8","11","15","19","32","47","32","3","3","2","3","0","1","0","0","0","8","1105236","488","1037","769","359","22074","50","19063","25","363439","10","0","8841888","506056","276071","1103700","476575","3634390","405841","14838680"
"3315","2/11/2017","7","17","18","30","32","47","39","30","3","3","1","2","1","1","1","0","0","4","105311","158","1833","365","433","8469","50","10731","25","159668","10","0","421244","289614","158045","423450","268275","1596680","179395","3157308"
"3314","30/10/2017","8","20","30","43","46","48","18","","1","5","1","1","1","0","3","0","0","1","323157","101","2200","315","385","5920","50","8795","25","114336","10","0","323157","222200","121275","296000","219875","1143360","129468","2325867"
"3313","26/10/2017","3","10","25","32","36","37","6","","3","3","2","0","1","3","0","0","0","2","113287","92","1694","283","301","4884","50","8261","25","85691","10","0","226574","155848","85183","244200","206525","856910","99213","1775240"
"3312","23/10/2017","2","9","23","35","38","48","20","2","3","3","2","0","1","2","1","2","4033779","11","66609","299","1685","702","392","15654","50","20311","25","290114","10","8067558","732699","503815","275184","782700","507775","2901140","327093","13770871"
"3311","19/10/2017","2","4","15","20","26","28","24","","1","5","2","2","2","0","0","0","0","1","416797","193","1485","574","273","10839","50","14944","25","181456","10","0","416797","286605","156702","541950","373600","1814560","208007","3590214"
"3310","16/10/2017","6","11","12","34","36","49","3","6","2","4","1","2","0","2","1","0","0","1","319162","140","1568","322","372","5938","50","10551","25","118814","10","0","319162","219520","119784","296900","263775","1188140","135766","2407281"
"3309","12/10/2017","6","14","17","21","22","37","15","6,14,17","3","3","1","2","2","1","0","0","0","2","114894","99","1596","253","341","4901","50","6757","25","90667","10","0","229788","158004","86273","245050","168925","906670","102679","1794710"
"3308","9/10/2017","6","14","17","40","43","49","48","40","3","3","1","2","0","1","2","1","8380725","12","65088","223","2408","779","376","14319","50","19984","25","273524","10","8380725","781056","536984","292904","715950","499600","2735240","308842","13942459"
"3307","5/10/2017","9","19","23","36","40","44","20","23","3","3","1","1","1","2","1","0","0","6","73148","173","1745","523","315","8929","50","13094","25","169225","10","0","438888","301885","164745","446450","327350","1692250","191950","3371568"
"3306","2/10/2017","2","8","17","18","23","42","1","","2","4","2","2","1","0","1","0","0","7","45428","177","1236","535","223","8495","50","13010","25","151251","10","0","317996","218772","119305","424750","325250","1512510","173475","2918583"
"3305","28/9/2017","11","12","26","27","29","33","10","26","4","2","0","2","3","1","0","0","0","5","45286","93","1674","433","197","5561","50","10428","25","98704","10","0","226430","155682","85301","278050","260700","987040","115224","1993203"
"3304","25/9/2017","7","18","26","34","41","48","8","","2","4","1","1","1","1","2","2","1282131","5","107969","115","1912","357","336","5883","50","10314","25","108965","10","2564262","539845","219880","119952","294150","257850","1089650","125641","5085589"
"3303","21/9/2017","9","14","15","28","35","37","2","15","4","2","1","2","1","2","0","0","0","0","0","80","1893","218","379","4653","50","6804","25","90219","10","0","0","151440","82622","232650","170100","902190","101974","1539002"
"3302","18/9/2017","3","15","22","24","32","43","35","15","3","3","1","1","2","1","1","1","8030687","4","185751","338","1512","754","370","14744","50","19547","25","269684","10","8030687","743004","511056","278980","737200","488675","2696840","305072","13486442"
"3301","14/9/2017","12","15","29","36","40","45","16","","3","3","0","2","1","2","1","0","0","3","139682","143","2015","373","422","8036","50","11379","25","146644","10","0","419046","288145","157406","401800","284475","1466440","166578","3017312"
"3300","11/9/2017","7","14","17","18","44","48","2","","2","4","1","3","0","0","2","0","0","2","150702","116","1787","305","371","6146","50","8479","25","115649","10","0","301404","207292","113155","307300","211975","1156490","130697","2297616"
"3299","7/9/2017","13","19","20","21","32","49","27","","4","2","0","3","1","1","1","0","0","2","113611","85","1838","174","490","3956","50","5850","25","81339","10","0","227222","156230","85260","197800","146250","813390","91406","1626152"
"3298","4/9/2017","10","11","22","36","38","46","13","36","1","5","1","1","1","2","1","2","2311781","1","451212","205","1514","361","469","8989","50","12255","25","169109","10","4623562","451212","310370","169309","449450","306375","1691090","190922","8001368"
"3297","31/8/2017","3","36","39","40","44","47","14","39","3","3","1","0","0","3","2","0","0","1","522170","68","2926","240","453","4554","50","6528","25","90630","10","0","522170","198968","108720","227700","163200","906300","102021","2127058"
"3296","28/8/2017","1","21","29","35","39","46","8","39","5","1","1","0","2","2","1","0","0","0","0","64","2501","227","385","3516","50","6804","25","69429","10","0","0","160064","87395","175800","170100","694290","80040","1287649"
"3295","24/8/2017","11","17","26","30","32","39","33","","3","3","0","2","2","2","0","1","1020676","1","214880","46","3212","207","390","3996","50","5436","25","77580","10","1020676","214880","147752","80730","199800","135900","775800","87267","2575538"
"3294","21/8/2017","4","7","12","18","42","47","41","47","2","4","2","2","0","0","2","1","7922612","8","95597","337","1561","801","359","18226","50","21603","25","327776","10","7922612","764776","526057","287559","911300","540075","3277760","368752","14230139"
"3293","17/8/2017","11","15","29","39","41","47","25","39","6","0","0","2","1","1","2","0","0","4","100087","112","2458","362","415","7077","50","10254","25","137708","10","0","400348","275296","150230","353850","256350","1377080","155517","2813154"
"3292","14/8/2017","2","8","17","22","39","46","6","39,46","2","4","2","1","1","1","1","0","0","3","95297","124","1586","383","280","6666","50","11580","25","118231","10","0","285891","196664","107240","333300","289500","1182310","136987","2394905"
"3291","10/8/2017","1","31","39","45","46","49","34","46","5","1","1","0","0","2","3","0","0","1","216908","61","2445","176","463","3569","50","4247","25","66742","10","0","216908","149145","81488","178450","106175","667420","74796","1399586"
"3290","7/8/2017","5","17","34","40","42","46","22","","2","4","1","1","0","2","2","2","555258","3","77931","76","2115","235","374","4080","50","5672","25","75485","10","1110516","233793","160740","87890","204000","141800","754850","85553","2693589"
"3289","3/8/2017","14","19","22","27","32","36","40","14","2","4","0","2","2","2","0","1","1074800","1","226274","88","1768","197","431","4247","50","5308","25","78674","10","1074800","226274","155584","84907","212350","132700","786740","88516","2673355"
"3288","31/7/2017","11","13","14","16","30","43","47","14","3","3","0","4","1","0","1","1","2469476","2","152360","105","1996","260","440","6262","50","6545","25","116697","10","2469476","304720","209580","114400","313100","163625","1166970","129872","4741871"
"3287","27/7/2017","14","20","24","33","37","41","18","41","3","3","0","2","1","2","1","0","0","2","107585","89","1663","214","378","4007","50","5224","25","70771","10","0","215170","148007","80892","200350","130600","707710","80307","1482729"
"3286","24/7/2017","2","22","23","32","35","41","7","35,41","3","3","1","0","2","2","1","1","4418860","5","85583","208","1415","526","306","8951","50","13705","25","153630","10","4418860","427915","294320","160956","447550","342625","1536300","177026","7628526"
"3285","20/7/2017","8","11","35","39","41","43","13","11","5","1","1","1","0","2","2","0","0","4","68632","87","2170","305","338","5196","50","7749","25","97663","10","0","274528","188790","103090","259800","193725","976630","111004","1996563"
"3284","17/7/2017","9","11","16","20","27","46","39","","3","3","1","3","1","0","1","0","0","3","75950","90","1741","262","327","5986","50","5819","25","103939","10","0","227850","156690","85674","299300","145475","1039390","116099","1954379"
"3283","13/7/2017","24","30","33","34","47","49","12","","3","3","0","0","2","2","2","1","1059604","1","223075","54","2841","143","585","3279","50","5057","25","63660","10","1059604","223075","153414","83655","163950","126425","636600","72195","2446723"
"3282","10/7/2017","11","16","31","35","46","48","41","","3","3","0","2","0","2","2","1","2546945","2","268100","113","1884","284","409","5520","50","7324","25","102824","10","2546945","536200","212892","116156","276000","183100","1028240","116068","4899533"
"3281","6/7/2017","2","4","7","26","40","47","35","7","2","4","3","0","1","1","1","0","0","0","0","83","1878","203","419","5103","50","5269","25","91926","10","0","0","155874","85057","255150","131725","919260","102584","1547066"
"3280","3/7/2017","5","7","9","27","31","34","40","9","5","1","3","0","1","2","0","2","559576","2","117806","158","1026","244","363","7999","50","6676","25","133621","10","1119152","235612","162108","88572","399950","166900","1336210","148702","3508504"
"3279","29/6/2017","2","9","13","16","29","40","46","","3","3","2","2","1","1","0","2","2195158","3","138961","212","1352","333","470","10267","50","10482","25","185991","10","4390316","416883","286624","156510","513350","262050","1859910","207290","7885643"
"3278","26/6/2017","14","20","21","23","25","37","15","20","4","2","0","2","3","1","0","0","0","1","292980","110","1832","297","370","6329","50","8753","25","109179","10","0","292980","201520","109890","316450","218825","1091790","124669","2231455"
"3277","22/6/2017","4","5","12","20","47","49","25","","3","3","2","2","0","0","2","0","0","3","71472","65","2268","197","409","4381","50","7020","25","86167","10","0","214416","147420","80573","219050","175500","861670","97833","1698629"
"3276","19/6/2017","1","23","30","34","40","42","14","23","2","4","1","0","2","2","1","1","4278784","4","102140","170","1653","351","437","7444","50","10061","25","135526","10","4278784","408560","281010","153387","372200","251525","1355260","153557","7100726"
"3275","15/6/2017","20","21","23","37","39","47","31","21,23","5","1","0","1","2","2","1","0","0","2","133357","71","2583","212","472","4022","50","6178","25","80171","10","0","266714","183393","100064","201100","154450","801710","90656","1707431"
"3274","12/6/2017","9","10","19","21","23","43","15","","5","1","2","1","2","0","1","0","0","3","75175","118","1314","326","260","6237","50","8389","25","104138","10","0","225525","155052","84760","311850","209725","1041380","119211","2028292"
"3273","8/6/2017","5","7","22","25","34","40","1","40","3","3","2","0","2","2","0","1","1046310","4","55069","91","1665","261","317","5021","50","7522","25","91133","10","1046310","220276","151515","82737","251050","188050","911330","104033","2851268"
"3272","5/6/2017","15","21","23","24","39","40","18","15","4","2","0","1","3","2","0","1","2436206","3","97501","117","1719","255","431","5167","50","7401","25","98461","10","2436206","292503","201123","109905","258350","185025","984610","111405","4467722"
"3271","1/6/2017","9","15","17","22","44","46","2","15","3","3","1","2","1","0","2","0","0","1","220385","79","1918","234","354","4029","50","6875","25","80879","10","0","220385","151522","82836","201450","171875","808790","92097","1636858"
"3270","29/5/2017","13","15","16","27","36","47","24","","4","2","0","3","1","1","1","1","2492273","3","252025","95","2176","275","410","5369","50","7569","25","103042","10","2492273","756075","206720","112750","268450","189225","1030420","116354","5055913"
"3269","25/5/2017","3","8","11","32","44","46","12","44","2","4","2","1","0","1","2","0","0","0","0","87","1771","181","465","4350","50","7242","25","85690","10","0","0","154077","84165","217500","181050","856900","97550","1493692"
"3268","22/5/2017","21","24","31","34","37","44","45","44","3","3","0","0","2","3","1","1","1099071","0","0","164","970","158","550","3848","50","4641","25","73077","10","1099071","0","159080","86900","192400","116025","730770","81889","2384246"
"3267","18/5/2017","4","23","43","44","46","48","16","23","2","4","1","0","1","0","4","2","529816","3","74361","63","2435","151","554","3744","50","4590","25","67663","10","1059632","223083","153405","83654","187200","114750","676630","76216","2498354"
"3266","15/5/2017","8","14","16","23","24","27","5","8,27","2","4","1","2","3","0","0","2","2233143","9","46505","203","1418","649","242","9442","50","18179","25","168566","10","4466286","418545","287854","157058","472100","454475","1685660","197050","7941978"
"3265","11/5/2017","8","9","12","18","27","45","13","45","3","3","2","2","1","0","1","0","0","3","94188","283","687","414","256","10929","50","10969","25","156130","10","0","282564","194421","105984","546450","274225","1561300","178728","2964944"
"3264","8/5/2017","5","21","29","30","38","45","1","","4","2","1","0","3","1","1","0","0","1","631272","63","2610","198","453","4571","50","6764","25","89219","10","0","631272","164430","89694","228550","169100","892190","100816","2175236"
"3263","4/5/2017","4","13","14","36","41","43","45","","3","3","1","2","0","1","2","1","4338512","0","0","164","1644","348","423","8360","50","9792","25","143950","10","4338512","0","269616","147204","418000","244800","1439500","162615","6857632"
"3262","1/5/2017","8","17","24","29","32","45","14","32","3","3","1","1","2","1","1","0","0","2","148469","117","1745","365","306","5795","50","7888","25","111683","10","0","296938","204165","111690","289750","197200","1116830","125850","2216573"
"3261","27/4/2017","4","7","15","31","32","43","37","31,32","4","2","2","1","0","2","1","0","0","1","224332","66","2337","152","554","4292","50","5234","25","84699","10","0","224332","154242","84208","214600","130850","846990","94444","1655222"
"3260","24/4/2017","2","8","22","31","32","35","36","2","2","4","2","0","1","3","0","1","1106963","3","77682","85","1885","235","372","4795","50","6392","25","92774","10","1106963","233046","160225","87420","239750","159800","927740","104285","2914944"
"3259","20/4/2017","2","12","25","28","37","38","22","12,25,28","2","4","1","1","2","2","0","1","1075999","4","56632","83","1877","255","334","4584","50","7238","25","86240","10","1075999","226528","155791","85170","229200","180950","862400","98405","2816038"
"3258","17/4/2017","12","17","25","28","36","44","3","","2","4","0","2","2","1","1","2","562158","4","59175","105","1550","283","314","4949","50","7780","25","92821","10","1124316","236700","162750","88862","247450","194500","928210","105944","2982788"
"3257","13/4/2017","7","9","16","27","32","47","36","","4","2","2","1","1","1","1","1","2582205","4","73578","159","1273","318","348","6701","50","8609","25","125560","10","2582205","294312","202407","110664","335050","215225","1255600","141352","4995463"
