"Draw","Date","Grouping","Number_of_winners","Prize_money"
"3276","19/6/2017","Group 4","351","437"
"3275","15/6/2017","Group 4","212","472"
"3274","12/6/2017","Group 4","326","260"
"3273","8/6/2017","Group 4","261","317"
"3272","5/6/2017","Group 4","255","431"
"3271","1/6/2017","Group 4","234","354"
"3270","29/5/2017","Group 4","275","410"
"3269","25/5/2017","Group 4","181","465"
"3268","22/5/2017","Group 4","158","550"
"3267","18/5/2017","Group 4","151","554"
"3266","15/5/2017","Group 4","649","242"
"3265","11/5/2017","Group 4","414","256"
"3264","8/5/2017","Group 4","198","453"
"3263","4/5/2017","Group 4","348","423"
"3262","1/5/2017","Group 4","365","306"
"3261","27/4/2017","Group 4","152","554"
"3260","24/4/2017","Group 4","235","372"
"3259","20/4/2017","Group 4","255","334"
"3258","17/4/2017","Group 4","283","314"
"3257","13/4/2017","Group 4","318","348"
"3256","10/4/2017","Group 4","194","482"
"3255","6/4/2017","Group 4","340","473"
"3254","3/4/2017","Group 4","244","502"
"3253","30/3/2017","Group 4","175","515"
"3252","27/3/2017","Group 4","580","445"
"3251","23/3/2017","Group 4","457","339"
"3250","20/3/2017","Group 4","240","490"
"3249","16/3/2017","Group 4","471","194"
"3248","13/3/2017","Group 4","397","431"
"3247","9/3/2017","Group 4","703","167"
"3246","6/3/2017","Group 4","251","389"
"3245","2/3/2017","Group 4","229","428"
"3244","27/2/2017","Group 4","260","392"
"3243","23/2/2017","Group 4","1082","248"
"3242","20/2/2017","Group 4","584","306"
"3241","16/2/2017","Group 4","295","426"
"3240","13/2/2017","Group 4","403","250"
"3239","10/2/2017","Group 4","2516","346"
"3238","6/2/2017","Group 4","958","384"
"3237","2/2/2017","Group 4","565","375"
"3236","30/1/2017","Group 4","336","435"
"3235","26/1/2017","Group 4","465","223"
"3234","23/1/2017","Group 4","408","435"
"3233","19/1/2017","Group 4","315","374"
"3232","16/1/2017","Group 4","254","376"
"3231","12/1/2017","Group 4","733","362"
"3230","9/1/2017","Group 4","401","426"
"3229","5/1/2017","Group 4","257","445"
"3228","2/1/2017","Group 4","200","474"
"3227","29/12/2016","Group 4","160","554"
"3226","26/12/2016","Group 4","317","276"
"3225","22/12/2016","Group 4","506","486"
"3224","19/12/2016","Group 4","363","451"
"3223","15/12/2016","Group 4","174","604"
"3222","12/12/2016","Group 4","181","488"
"3221","8/12/2016","Group 4","257","320"
"3220","5/12/2016","Group 4","822","309"
"3219","1/12/2016","Group 4","676","216"
"3218","28/11/2016","Group 4","342","314"
"3217","24/11/2016","Group 4","268","300"
"3216","21/11/2016","Group 4","250","441"
"3215","17/11/2016","Group 4","160","524"
"3214","14/11/2016","Group 4","822","312"
"3213","10/11/2016","Group 4","321","455"
"3212","7/11/2016","Group 4","252","431"
"3211","3/11/2016","Group 4","215","386"
"3210","31/10/2016","Group 4","239","468"
"3209","27/10/2016","Group 4","253","322"
"3208","24/10/2016","Group 4","207","542"
"3207","20/10/2016","Group 4","222","385"
"3206","17/10/2016","Group 4","506","330"
"3205","13/10/2016","Group 4","355","324"
"3204","10/10/2016","Group 4","216","435"
"3203","6/10/2016","Group 4","704","381"
"3202","3/10/2016","Group 4","544","311"
"3201","29/9/2016","Group 4","267","414"
"3200","26/9/2016","Group 4","239","361"
"3199","22/9/2016","Group 4","647","409"
"3198","19/9/2016","Group 4","393","417"
"3197","15/9/2016","Group 4","293","372"
"3196","12/9/2016","Group 4","184","467"
"3195","8/9/2016","Group 4","685","230"
"3194","5/9/2016","Group 4","439","259"
"3193","1/9/2016","Group 4","488","177"
"3192","29/8/2016","Group 4","252","474"
"3191","25/8/2016","Group 4","245","363"
"3190","22/8/2016","Group 4","170","571"
"3189","18/8/2016","Group 4","1045","271"
"3188","15/8/2016","Group 4","415","401"
"3187","11/8/2016","Group 4","183","566"
"3186","8/8/2016","Group 4","197","448"
"3185","4/8/2016","Group 4","338","323"
"3184","1/8/2016","Group 4","198","452"
"3183","28/7/2016","Group 4","1028","153"
"3182","25/7/2016","Group 4","229","482"
"3181","21/7/2016","Group 4","190","428"
"3180","18/7/2016","Group 4","458","352"
"3179","14/7/2016","Group 4","277","382"
"3178","11/7/2016","Group 4","226","390"
"3177","7/7/2016","Group 4","223","490"
"3176","4/7/2016","Group 4","199","446"
"3175","30/6/2016","Group 4","361","427"
"3174","27/6/2016","Group 4","225","502"
"3173","23/6/2016","Group 4","337","246"
"3172","20/6/2016","Group 4","281","398"
"3171","16/6/2016","Group 4","285","295"
"3170","13/6/2016","Group 4","478","243"
"3169","9/6/2016","Group 4","180","469"
"3168","6/6/2016","Group 4","1021","261"
"3167","2/6/2016","Group 4","355","449"
"3166","30/5/2016","Group 4","291","389"
"3165","26/5/2016","Group 4","149","566"
"3164","23/5/2016","Group 4","377","306"
"3163","19/5/2016","Group 4","208","395"
"3162","16/5/2016","Group 4","598","458"
"3161","12/5/2016","Group 4","323","490"
"3160","9/5/2016","Group 4","244","476"
"3159","5/5/2016","Group 4","227","386"
"3158","2/5/2016","Group 4","417","211"
"3157","28/4/2016","Group 4","374","432"
"3156","25/4/2016","Group 4","308","390"
"3155","21/4/2016","Group 4","166","523"
"3154","18/4/2016","Group 4","180","486"
"3153","14/4/2016","Group 4","738","348"
"3152","11/4/2016","Group 4","413","397"
"3151","7/4/2016","Group 4","249","441"
"3150","4/4/2016","Group 4","273","334"
"3149","31/3/2016","Group 4","260","439"
"3148","28/3/2016","Group 4","361","256"
"3147","24/3/2016","Group 4","270","422"
"3146","21/3/2016","Group 4","272","353"
"3145","17/3/2016","Group 4","578","159"
"3144","14/3/2016","Group 4","885","321"
"3143","10/3/2016","Group 4","387","443"
"3142","7/3/2016","Group 4","334","389"
"3141","3/3/2016","Group 4","297","332"
"3140","29/2/2016","Group 4","664","298"
"3139","25/2/2016","Group 4","280","451"
"3138","22/2/2016","Group 4","230","465"
"3137","19/2/2016","Group 4","2542","363"
"3136","15/2/2016","Group 4","341","449"
"3135","11/2/2016","Group 4","999","335"
"3134","8/2/2016","Group 4","535","355"
"3133","4/2/2016","Group 4","371","352"
"3132","1/2/2016","Group 4","621","160"
"3131","28/1/2016","Group 4","395","449"
"3130","25/1/2016","Group 4","237","525"
"3129","21/1/2016","Group 4","297","306"
"3128","18/1/2016","Group 4","297","423"
"3127","14/1/2016","Group 4","404","240"
"3126","11/1/2016","Group 4","643","441"
"3125","7/1/2016","Group 4","547","303"
"3124","4/1/2016","Group 4","261","453"
"3123","31/12/2015","Group 4","205","456"
"3122","28/12/2015","Group 4","354","444"
"3121","24/12/2015","Group 4","230","483"
"3120","21/12/2015","Group 4","275","328"
"3119","17/12/2015","Group 4","345","250"
"3118","14/12/2015","Group 4","479","340"
"3117","10/12/2015","Group 4","266","420"
"3116","7/12/2015","Group 4","208","435"
"3115","3/12/2015","Group 4","500","489"
"3114","30/11/2015","Group 4","369","454"
"3113","26/11/2015","Group 4","208","525"
"3112","23/11/2015","Group 4","206","431"
"3111","19/11/2015","Group 4","430","365"
"3110","16/11/2015","Group 4","217","530"
"3109","12/11/2015","Group 4","848","107"
"3108","9/11/2015","Group 4","548","456"
"3107","5/11/2015","Group 4","505","291"
"3106","2/11/2015","Group 4","248","444"
"3105","29/10/2015","Group 4","209","384"
"3104","26/10/2015","Group 4","387","277"
"3103","22/10/2015","Group 4","181","445"
"3102","19/10/2015","Group 4","364","437"
"3101","15/10/2015","Group 4","294","349"
"3100","12/10/2015","Group 4","258","334"
"3099","8/10/2015","Group 4","413","201"
"3098","5/10/2015","Group 4","440","197"
"3097","1/10/2015","Group 4","332","446"
"3096","28/9/2015","Group 4","211","509"
"3095","24/9/2015","Group 4","309","258"
"3094","21/9/2015","Group 4","758","206"
"3093","17/9/2015","Group 4","387","257"
"3092","14/9/2015","Group 4","173","491"
"3091","10/9/2015","Group 4","199","420"
"3090","7/9/2015","Group 4","342","327"
"3089","3/9/2015","Group 4","525","164"
"3088","31/8/2015","Group 4","636","182"
"3087","27/8/2015","Group 4","216","386"
"3086","24/8/2015","Group 4","848","285"
"3085","20/8/2015","Group 4","409","360"
"3084","17/8/2015","Group 4","305","346"
"3083","13/8/2015","Group 4","251","323"
"3082","10/8/2015","Group 4","583","177"
"3081","6/8/2015","Group 4","443","181"
"3080","3/8/2015","Group 4","345","447"
"3079","30/7/2015","Group 4","423","242"
"3078","27/7/2015","Group 4","160","498"
"3077","23/7/2015","Group 4","305","468"
"3076","20/7/2015","Group 4","298","342"
"3075","16/7/2015","Group 4","347","229"
"3074","13/7/2015","Group 4","149","555"
"3073","9/7/2015","Group 4","171","481"
"3072","6/7/2015","Group 4","630","251"
"3071","2/7/2015","Group 4","553","182"
"3070","29/6/2015","Group 4","273","292"
"3069","25/6/2015","Group 4","236","420"
"3068","22/6/2015","Group 4","207","386"
"3067","18/6/2015","Group 4","324","321"
"3066","15/6/2015","Group 4","205","398"
"3065","11/6/2015","Group 4","534","408"
"3064","8/6/2015","Group 4","322","482"
"3063","4/6/2015","Group 4","515","191"
"3062","1/6/2015","Group 4","289","287"
"3061","28/5/2015","Group 4","416","235"
"3060","25/5/2015","Group 4","236","344"
"3059","21/5/2015","Group 4","237","417"
"3058","18/5/2015","Group 4","182","452"
"3057","14/5/2015","Group 4","233","430"
"3056","11/5/2015","Group 4","378","221"
"3055","7/5/2015","Group 4","234","350"
"3054","4/5/2015","Group 4","347","316"
"3053","30/4/2015","Group 4","178","464"
"3052","27/4/2015","Group 4","372","415"
"3051","23/4/2015","Group 4","297","358"
"3050","20/4/2015","Group 4","659","133"
"3049","16/4/2015","Group 4","279","402"
"3048","13/4/2015","Group 4","240","381"
"3047","9/4/2015","Group 4","566","375"
"3046","6/4/2015","Group 4","414","380"
"3045","2/4/2015","Group 4","412","281"
"3044","30/3/2015","Group 4","224","429"
"3043","26/3/2015","Group 4","406","512"
"3042","23/3/2015","Group 4","484","363"
"3041","19/3/2015","Group 4","221","525"
"3040","16/3/2015","Group 4","279","344"
"3039","12/3/2015","Group 4","650","365"
"3038","9/3/2015","Group 4","615","287"
"3037","5/3/2015","Group 4","382","335"
"3036","2/3/2015","Group 4","368","257"
"3035","27/2/2015","Group 4","1621","398"
"3034","23/2/2015","Group 4","398","322"
"3033","19/2/2015","Group 4","233","433"
"3032","16/2/2015","Group 4","571","422"
"3031","12/2/2015","Group 4","333","463"
"3030","9/2/2015","Group 4","291","401"
"3029","5/2/2015","Group 4","248","347"
"3028","2/2/2015","Group 4","606","263"
"3027","29/1/2015","Group 4","210","512"
"3026","26/1/2015","Group 4","162","509"
"3025","22/1/2015","Group 4","200","395"
"3024","19/1/2015","Group 4","452","333"
"3023","15/1/2015","Group 4","188","524"
"3022","12/1/2015","Group 4","144","560"
"3021","8/1/2015","Group 4","342","294"
"3020","5/1/2015","Group 4","189","438"
"3019","1/1/2015","Group 4","277","391"
"3018","29/12/2014","Group 4","184","449"
"3017","25/12/2014","Group 4","229","431"
"3016","22/12/2014","Group 4","242","343"
"3015","18/12/2014","Group 4","373","264"
"3014","15/12/2014","Group 4","267","308"
"3013","11/12/2014","Group 4","334","295"
"3012","8/12/2014","Group 4","186","461"
"3011","4/12/2014","Group 4","258","417"
"3010","1/12/2014","Group 4","462","214"
"3009","27/11/2014","Group 4","558","337"
"3008","24/11/2014","Group 4","430","303"
"3007","20/11/2014","Group 4","445","221"
"3006","17/11/2014","Group 4","317","262"
"3005","13/11/2014","Group 4","681","291"
"3004","10/11/2014","Group 4","286","462"
"3003","6/11/2014","Group 4","192","495"
"3002","3/11/2014","Group 4","184","443"
"3001","30/10/2014","Group 4","288","425"
"3000","27/10/2014","Group 4","199","480"
"2999","23/10/2014","Group 4","178","424"
"2998","20/10/2014","Group 4","350","372"
"2997","16/10/2014","Group 4","216","414"
"2996","13/10/2014","Group 4","108","751"
"2995","9/10/2014","Group 4","239","440"
"3766","19/5/2022","Group 5","14856","50"
"3765","16/5/2022","Group 5","5535","50"
"3764","12/5/2022","Group 5","3928","50"
"3763","9/5/2022","Group 5","7834","50"
"3762","5/5/2022","Group 5","6063","50"
"3761","2/5/2022","Group 5","5323","50"
"3760","28/4/2022","Group 5","10301","50"
"3759","25/4/2022","Group 5","4349","50"
"3758","21/4/2022","Group 5","8439","50"
"3757","18/4/2022","Group 5","4422","50"
"3756","14/4/2022","Group 5","29410","50"
"3755","11/4/2022","Group 5","12970","50"
"3754","7/4/2022","Group 5","10184","50"
"3753","4/4/2022","Group 5","4320","50"
"3752","31/3/2022","Group 5","10042","50"
"3751","28/3/2022","Group 5","7934","50"
"3750","24/3/2022","Group 5","5039","50"
"3749","21/3/2022","Group 5","6654","50"
"3748","17/3/2022","Group 5","10901","50"
"3747","14/3/2022","Group 5","6039","50"
"3746","10/3/2022","Group 5","4393","50"
"3745","7/3/2022","Group 5","5547","50"
"3744","3/3/2022","Group 5","6753","50"
"3743","28/2/2022","Group 5","5959","50"
"3742","24/2/2022","Group 5","6353","50"
"3741","21/2/2022","Group 5","5322","50"
"3740","17/2/2022","Group 5","5034","50"
"3739","14/2/2022","Group 5","5625","50"
"3738","11/2/2022","Group 5","78984","50"
"3737","7/2/2022","Group 5","10860","50"
"3736","3/2/2022","Group 5","5429","50"
"3735","31/1/2022","Group 5","13286","50"
"3734","27/1/2022","Group 5","5501","50"
"3733","24/1/2022","Group 5","6622","50"
"3732","21/1/2022","Group 5","26065","50"
"3731","17/1/2022","Group 5","5603","50"
"3730","13/1/2022","Group 5","6641","50"
"3729","10/1/2022","Group 5","29819","50"
"3728","7/1/2022","Group 5","23143","50"
"3727","3/1/2022","Group 5","7114","50"
"3726","30/12/2021","Group 5","7493","50"
"3725","27/12/2021","Group 5","6300","50"
"3724","23/12/2021","Group 5","9751","50"
"3723","20/12/2021","Group 5","7748","50"
"3722","16/12/2021","Group 5","4258","50"
"3721","13/12/2021","Group 5","5282","50"
"3720","9/12/2021","Group 5","4036","50"
"3719","6/12/2021","Group 5","10488","50"
"3718","2/12/2021","Group 5","6364","50"
"3717","29/11/2021","Group 5","7062","50"
"3716","25/11/2021","Group 5","4148","50"
"3715","22/11/2021","Group 5","6901","50"
"3714","18/11/2021","Group 5","3601","50"
"3713","15/11/2021","Group 5","22514","50"
"3712","11/11/2021","Group 5","11483","50"
"3711","8/11/2021","Group 5","8018","50"
"3710","4/11/2021","Group 5","4727","50"
"3709","1/11/2021","Group 5","24584","50"
"3708","28/10/2021","Group 5","10409","50"
"3707","25/10/2021","Group 5","6344","50"
"3706","21/10/2021","Group 5","4758","50"
"3705","18/10/2021","Group 5","23344","50"
"3704","14/10/2021","Group 5","10193","50"
"3703","11/10/2021","Group 5","6278","50"
"3702","7/10/2021","Group 5","3723","50"
"3701","4/10/2021","Group 5","5204","50"
"3700","30/9/2021","Group 5","8610","50"
"3699","27/9/2021","Group 5","4068","50"
"3698","23/9/2021","Group 5","10763","50"
"3697","20/9/2021","Group 5","7400","50"
"3696","16/9/2021","Group 5","5509","50"
"3695","13/9/2021","Group 5","5810","50"
"3694","9/9/2021","Group 5","4449","50"
"3693","6/9/2021","Group 5","5126","50"
"3692","2/9/2021","Group 5","7333","50"
"3691","30/8/2021","Group 5","7439","50"
"3690","26/8/2021","Group 5","4043","50"
"3689","23/8/2021","Group 5","7359","50"
"3688","19/8/2021","Group 5","5499","50"
"3687","16/8/2021","Group 5","7015","50"
"3686","12/8/2021","Group 5","5160","50"
"3685","9/8/2021","Group 5","4643","50"
"3684","5/8/2021","Group 5","5664","50"
"3683","2/8/2021","Group 5","7199","50"
"3682","29/7/2021","Group 5","4680","50"
"3681","26/7/2021","Group 5","6111","50"
"3680","22/7/2021","Group 5","3667","50"
"3679","19/7/2021","Group 5","4965","50"
"3678","15/7/2021","Group 5","12696","50"
"3677","12/7/2021","Group 5","4735","50"
"3676","8/7/2021","Group 5","10404","50"
"3675","5/7/2021","Group 5","6088","50"
"3674","1/7/2021","Group 5","8392","50"
"3673","28/6/2021","Group 5","4382","50"
"3672","24/6/2021","Group 5","8452","50"
"3671","21/6/2021","Group 5","10547","50"
"3670","17/6/2021","Group 5","7188","50"
"3669","14/6/2021","Group 5","5436","50"
"3668","10/6/2021","Group 5","8314","50"
"3667","7/6/2021","Group 5","5357","50"
"3666","3/6/2021","Group 5","5127","50"
"3665","31/5/2021","Group 5","4350","50"
"3664","27/5/2021","Group 5","6448","50"
"3663","24/5/2021","Group 5","23569","50"
"3662","20/5/2021","Group 5","10451","50"
"3661","17/5/2021","Group 5","6522","50"
"3660","13/5/2021","Group 5","4953","50"
"3659","10/5/2021","Group 5","4394","50"
"3658","6/5/2021","Group 5","6567","50"
"3657","3/5/2021","Group 5","6456","50"
"3656","29/4/2021","Group 5","4917","50"
"3655","26/4/2021","Group 5","4286","50"
"3654","22/4/2021","Group 5","21515","50"
"3653","19/4/2021","Group 5","13324","50"
"3652","15/4/2021","Group 5","6477","50"
"3651","12/4/2021","Group 5","4990","50"
"3650","8/4/2021","Group 5","11766","50"
"3649","5/4/2021","Group 5","7236","50"
"3648","1/4/2021","Group 5","26255","50"
"3647","29/3/2021","Group 5","12758","50"
"3646","25/3/2021","Group 5","7212","50"
"3645","22/3/2021","Group 5","4894","50"
"3644","18/3/2021","Group 5","9360","50"
"3643","15/3/2021","Group 5","5687","50"
"3642","11/3/2021","Group 5","5237","50"
"3641","8/3/2021","Group 5","16812","50"
"3640","4/3/2021","Group 5","9967","50"
"3639","1/3/2021","Group 5","8458","50"
"3638","26/2/2021","Group 5","42397","50"
"3637","22/2/2021","Group 5","12062","50"
"3636","18/2/2021","Group 5","10803","50"
"3635","15/2/2021","Group 5","7015","50"
"3634","11/2/2021","Group 5","6691","50"
"3633","8/2/2021","Group 5","30936","50"
"3632","5/2/2021","Group 5","30498","50"
"3631","1/2/2021","Group 5","18438","50"
"3630","28/1/2021","Group 5","6408","50"
"3629","25/1/2021","Group 5","7861","50"
"3628","21/1/2021","Group 5","7796","50"
"3627","18/1/2021","Group 5","5458","50"
"3626","14/1/2021","Group 5","6216","50"
"3625","11/1/2021","Group 5","8233","50"
"3624","7/1/2021","Group 5","8459","50"
"3623","4/1/2021","Group 5","34985","50"
"3622","1/1/2021","Group 5","23112","50"
"3621","28/12/2020","Group 5","5655","50"
"3620","24/12/2020","Group 5","6216","50"
"3619","21/12/2020","Group 5","11486","50"
"3618","17/12/2020","Group 5","6795","50"
"3617","14/12/2020","Group 5","4485","50"
"3616","10/12/2020","Group 5","5889","50"
"3615","7/12/2020","Group 5","4694","50"
"3614","3/12/2020","Group 5","14359","50"
"3613","30/11/2020","Group 5","5544","50"
"3612","26/11/2020","Group 5","5620","50"
"3611","23/11/2020","Group 5","6914","50"
"3610","19/11/2020","Group 5","7040","50"
"3609","16/11/2020","Group 5","4751","50"
"3608","12/11/2020","Group 5","14483","50"
"3607","9/11/2020","Group 5","6422","50"
"3606","5/11/2020","Group 5","3958","50"
"3605","2/11/2020","Group 5","5456","50"
"3604","29/10/2020","Group 5","4349","50"
"3603","26/10/2020","Group 5","7686","50"
"3602","22/10/2020","Group 5","4386","50"
"3601","19/10/2020","Group 5","12929","50"
"3600","15/10/2020","Group 5","3617","50"
"3599","12/10/2020","Group 5","6241","50"
"3598","8/10/2020","Group 5","9435","50"
"3597","5/10/2020","Group 5","4691","50"
"3596","1/10/2020","Group 5","8657","50"
"3595","28/9/2020","Group 5","4013","50"
"3594","24/9/2020","Group 5","4668","50"
"3593","21/9/2020","Group 5","4559","50"
"3592","17/9/2020","Group 5","8892","50"
"3591","14/9/2020","Group 5","4934","50"
"3590","10/9/2020","Group 5","5024","50"
"3589","7/9/2020","Group 5","6696","50"
"3588","3/9/2020","Group 5","3663","50"
"3587","31/8/2020","Group 5","5051","50"
"3586","27/8/2020","Group 5","4493","50"
"3585","24/8/2020","Group 5","3668","50"
"3584","20/8/2020","Group 5","4405","50"
"3583","17/8/2020","Group 5","5325","50"
"3582","13/8/2020","Group 5","4121","50"
"3581","10/8/2020","Group 5","6740","50"
"3580","6/8/2020","Group 5","3379","50"
"3579","3/8/2020","Group 5","4962","50"
"3578","30/7/2020","Group 5","4617","50"
"3577","27/7/2020","Group 5","4768","50"
"3576","23/7/2020","Group 5","3913","50"
"3575","20/7/2020","Group 5","5592","50"
"3574","16/7/2020","Group 5","4774","50"
"3573","13/7/2020","Group 5","4158","50"
"3572","9/7/2020","Group 5","5610","50"
"3571","6/7/2020","Group 5","3747","50"
"3570","2/7/2020","Group 5","2896","50"
"3569","29/6/2020","Group 5","4581","50"
"3568","25/6/2020","Group 5","5243","50"
"3567","2/4/2020","Group 5","6252","50"
"3566","30/3/2020","Group 5","7018","50"
"3565","26/3/2020","Group 5","4450","50"
"3564","23/3/2020","Group 5","3737","50"
"3563","19/3/2020","Group 5","18695","50"
"3562","16/3/2020","Group 5","9318","50"
"3561","12/3/2020","Group 5","6203","50"
"3560","9/3/2020","Group 5","5320","50"
"3559","5/3/2020","Group 5","5953","50"
"3558","2/3/2020","Group 5","4009","50"
"3557","27/2/2020","Group 5","17058","50"
"3556","24/2/2020","Group 5","9887","50"
"3555","20/2/2020","Group 5","5817","50"
"3554","17/2/2020","Group 5","4671","50"
"3553","13/2/2020","Group 5","8669","50"
"3552","10/2/2020","Group 5","5283","50"
"3551","7/2/2020","Group 5","43981","50"
"3550","3/2/2020","Group 5","9262","50"
"3549","30/1/2020","Group 5","5680","50"
"3548","27/1/2020","Group 5","9513","50"
"3547","23/1/2020","Group 5","7098","50"
"3546","20/1/2020","Group 5","6396","50"
"3545","17/1/2020","Group 5","32009","50"
"3544","13/1/2020","Group 5","12867","50"
"3543","9/1/2020","Group 5","5456","50"
"3542","6/1/2020","Group 5","6017","50"
"3541","3/1/2020","Group 5","19573","50"
"3540","30/12/2019","Group 5","4953","50"
"3539","26/12/2019","Group 5","7362","50"
"3538","23/12/2019","Group 5","3970","50"
"3537","19/12/2019","Group 5","17242","50"
"3536","16/12/2019","Group 5","10179","50"
"3535","12/12/2019","Group 5","5543","50"
"3534","9/12/2019","Group 5","4389","50"
"3533","5/12/2019","Group 5","19384","50"
"3532","2/12/2019","Group 5","9052","50"
"3531","28/11/2019","Group 5","4959","50"
"3530","25/11/2019","Group 5","4285","50"
"3529","21/11/2019","Group 5","20113","50"
"3528","18/11/2019","Group 5","11626","50"
"3527","14/11/2019","Group 5","6835","50"
"3526","11/11/2019","Group 5","4357","50"
"3525","7/11/2019","Group 5","9362","50"
"3524","4/11/2019","Group 5","8606","50"
"3523","31/10/2019","Group 5","3937","50"
"3522","28/10/2019","Group 5","20511","50"
"3521","24/10/2019","Group 5","9364","50"
"3520","21/10/2019","Group 5","6579","50"
"3519","17/10/2019","Group 5","3248","50"
"3518","14/10/2019","Group 5","22850","50"
"3517","10/10/2019","Group 5","8154","50"
"3516","7/10/2019","Group 5","5560","50"
"3515","3/10/2019","Group 5","4152","50"
"3514","30/9/2019","Group 5","4044","50"
"3513","26/9/2019","Group 5","9205","50"
"3512","23/9/2019","Group 5","7043","50"
"3511","19/9/2019","Group 5","3710","50"
"3510","16/9/2019","Group 5","5353","50"
"3509","12/9/2019","Group 5","8923","50"
"3508","9/9/2019","Group 5","5885","50"
"3507","5/9/2019","Group 5","3601","50"
"3506","2/9/2019","Group 5","5268","50"
"3505","29/8/2019","Group 5","3700","50"
"3504","26/8/2019","Group 5","19231","50"
"3503","22/8/2019","Group 5","9108","50"
"3502","19/8/2019","Group 5","10700","50"
"3501","15/8/2019","Group 5","4186","50"
"3500","12/8/2019","Group 5","3557","50"
"3499","8/8/2019","Group 5","5857","50"
"3498","5/8/2019","Group 5","11686","50"
"3497","1/8/2019","Group 5","7959","50"
"3496","29/7/2019","Group 5","4173","50"
"3495","25/7/2019","Group 5","5114","50"
"3494","22/7/2019","Group 5","10148","50"
"3493","18/7/2019","Group 5","6132","50"
"3492","15/7/2019","Group 5","3799","50"
"3491","11/7/2019","Group 5","19119","50"
"3490","8/7/2019","Group 5","14148","50"
"3489","4/7/2019","Group 5","6119","50"
"3488","1/7/2019","Group 5","5832","50"
"3487","27/6/2019","Group 5","8030","50"
"3486","24/6/2019","Group 5","5797","50"
"3485","20/6/2019","Group 5","5510","50"
"3484","17/6/2019","Group 5","7165","50"
"3483","13/6/2019","Group 5","5397","50"
"3482","10/6/2019","Group 5","7042","50"
"3481","6/6/2019","Group 5","5933","50"
"3480","3/6/2019","Group 5","9199","50"
"3479","30/5/2019","Group 5","20526","50"
"3478","27/5/2019","Group 5","14068","50"
"3477","23/5/2019","Group 5","6301","50"
"3476","20/5/2019","Group 5","4217","50"
"3475","16/5/2019","Group 5","14703","50"
"3474","13/5/2019","Group 5","9322","50"
"3473","9/5/2019","Group 5","7197","50"
"3472","6/5/2019","Group 5","8256","50"
"3471","2/5/2019","Group 5","3821","50"
"3470","29/4/2019","Group 5","9722","50"
"3469","25/4/2019","Group 5","6984","50"
"3468","22/4/2019","Group 5","5161","50"
"3467","18/4/2019","Group 5","6124","50"
"3466","15/4/2019","Group 5","4629","50"
"3465","11/4/2019","Group 5","21909","50"
"3464","8/4/2019","Group 5","13217","50"
"3463","4/4/2019","Group 5","6878","50"
"3462","1/4/2019","Group 5","6051","50"
"3461","28/3/2019","Group 5","19898","50"
"3460","25/3/2019","Group 5","11054","50"
"3459","21/3/2019","Group 5","10538","50"
"3458","18/3/2019","Group 5","5337","50"
"3457","14/3/2019","Group 5","10671","50"
"3456","11/3/2019","Group 5","5770","50"
"3455","7/3/2019","Group 5","4738","50"
"3454","4/3/2019","Group 5","13119","50"
"3453","28/2/2019","Group 5","5510","50"
"3452","25/2/2019","Group 5","6106","50"
"3451","22/2/2019","Group 5","50882","50"
"3450","18/2/2019","Group 5","5966","50"
"3449","14/2/2019","Group 5","9825","50"
"3448","11/2/2019","Group 5","6884","50"
"3447","7/2/2019","Group 5","12999","50"
"3446","4/2/2019","Group 5","5151","50"
"3445","1/2/2019","Group 5","27350","50"
"3444","28/1/2019","Group 5","9395","50"
"3443","24/1/2019","Group 5","4506","50"
"3442","21/1/2019","Group 5","6100","50"
"3441","17/1/2019","Group 5","4732","50"
"3440","14/1/2019","Group 5","21834","50"
"3439","11/1/2019","Group 5","17661","50"
"3438","7/1/2019","Group 5","5522","50"
"3437","3/1/2019","Group 5","19466","50"
"3436","31/12/2018","Group 5","14170","50"
"3435","27/12/2018","Group 5","5889","50"
"3434","24/12/2018","Group 5","6815","50"
"3433","20/12/2018","Group 5","10249","50"
"3432","17/12/2018","Group 5","5245","50"
"3431","13/12/2018","Group 5","5314","50"
"3430","10/12/2018","Group 5","6729","50"
"3429","6/12/2018","Group 5","6271","50"
"3428","3/12/2018","Group 5","5921","50"
"3427","29/11/2018","Group 5","6861","50"
"3426","26/11/2018","Group 5","4260","50"
"3425","22/11/2018","Group 5","9608","50"
"3424","19/11/2018","Group 5","4179","50"
"3423","15/11/2018","Group 5","3856","50"
"3422","12/11/2018","Group 5","4881","50"
"3421","8/11/2018","Group 5","12128","50"
"3420","5/11/2018","Group 5","6439","50"
"3419","1/11/2018","Group 5","3549","50"
"3418","29/10/2018","Group 5","9128","50"
"3417","25/10/2018","Group 5","19896","50"
"3416","22/10/2018","Group 5","8552","50"
"3415","18/10/2018","Group 5","5169","50"
"3414","15/10/2018","Group 5","3755","50"
"3413","11/10/2018","Group 5","5384","50"
"3412","8/10/2018","Group 5","3897","50"
"3411","4/10/2018","Group 5","5384","50"
"3410","1/10/2018","Group 5","8705","50"
"3409","27/9/2018","Group 5","3877","50"
"3408","24/9/2018","Group 5","22062","50"
"3407","20/9/2018","Group 5","10613","50"
"3406","17/9/2018","Group 5","7414","50"
"3405","13/9/2018","Group 5","3778","50"
"3404","10/9/2018","Group 5","5631","50"
"3403","6/9/2018","Group 5","8359","50"
"3402","3/9/2018","Group 5","5091","50"
